id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
5426,Solana,SOL,solana,837,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024', 'made-in-america']",,487065777.115991,593398365.3435142,True,,5,,,,2025-02-04T19:29:00.000Z,217.53452623119955,7121298711.482332,-56.1093,2.26821873,1.73055437,-6.01999143,2.14071386,-9.29792101,16.05114704,105953623068.35814,3.1942,129084632271.37,,2025-02-04T19:29:00.000Z,,,,,,2025-02-04 23:32:16.261487
1839,BNB,BNB,bnb,2347,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'ethereum-ecosystem', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,142480415.63,142480415.63,False,,6,,,,2025-02-04T19:31:00.000Z,586.8062250908785,2273280546.279094,-44.2382,0.67202463,-3.12443701,-12.2612377,-16.84365111,-20.76586711,-0.16948006,83608394845.2197,2.5205,83608394845.22,,2025-02-04T19:31:00.000Z,,,,,,2025-02-04 23:32:16.261487
3408,USDC,USDC,usd-coin,25458,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'ethereum-ecosystem', 'waves-ecosystem', 'bitcoin-cash-ecosystem', 'wanchain-ecosystem', 'coinbase-ventures-portfolio', 'algorand-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'hedera-hashgraph-ecosystem', 'polygon-ecosystem', 'terra-ecosystem', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'celo-ecosystem', 'iotex-ecosystem', 'harmony-ecosystem', 'moonriver-ecosystem', 'cronos-ecosystem', 'injective-ecosystem', 'bnb-chain-ecosystem', 'oasis-ecosystem', 'moonbeam-ecosystem', 'usd-stablecoin', 'everscale-ecosystem', 'velas-ecosystem', 'doge-chain-ecosystem', 'ethereum-pow-ecosystem', 'aptos-ecosystem', 'sui-ecosystem', 'optimism-ecosystem', 'canto-ecosystem', 'osmosis-ecosystem', 'zksync-era-ecosystem', 'pulsechain-ecosystem', 'base-ecosystem', 'sei-ecosystem', 'multiversx-ecosystem', 'fiat-stablecoin', 'viction-ecosystem', 'gnosis-chain-ecosystem', 'okexchain-ecosystem', 'conflux-ecosystem', 'kcc-ecosystem', 'tron20-ecosystem', 'kardiachain-ecosystem', 'telos-ecosystem', 'ronin-ecosystem', 'boba-network-ecosystem', 'kava-ecosystem', 'secret-ecosystem', 'aurora-ecosystem', 'metis-andromeda-ecosystem', 'meter-ecosystem', 'fuse-ecosystem', 'elastos-ecosystem', 'syscoin-ecosystem', 'milkomeda-ecosystem', 'evmos-ecosystem', 'bitgert-ecosystem', 'astar-ecosystem', 'thundercore-ecosystem', 'tomb-chain-ecosystem', 'wemix-ecosystem', 'sx-network-ecosystem', 'godwoken-ecosystem', 'energi-ecosystem', 'core-ecosystem', 'polygon-zkevm-ecosystem', 'starknet-ecosystem', 'mantle-ecosystem', 'neon-evm-ecosystem', 'scroll-ecosystem', 'shido-network-ecosystem', 'made-in-america']",,55023481800.99891,55023481800.99891,False,,7,,,,2025-02-04T19:29:00.000Z,0.9999272735899941,14057801914.240961,-47.4036,-0.00319854,-0.00291576,-0.01840794,-0.00047406,0.00012852,-0.01017269,55019480140.7015,1.6587,55019480140.7,,2025-02-04T19:29:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2025-02-04 23:32:16.261487
74,Dogecoin,DOGE,dogecoin,1160,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain-ecosystem', 'ftx-bankruptcy-estate', 'made-in-america']",,147909476383.70523,147909476383.70523,True,,8,,,,2025-02-04T19:31:00.000Z,0.27477138451715666,4602064105.297239,-59.3949,1.78606724,-0.97616198,-15.60866495,-28.11144476,-37.57780973,42.14041092,40641291609.15837,1.2255,40641291609.16,,2025-02-04T19:31:00.000Z,,,,,,2025-02-04 23:32:16.261487
2010,Cardano,ADA,cardano,1456,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', '2017-2018-alt-season', 'made-in-america']",45000000000.0,35193500774.44231,44995053982.605034,False,,9,,,,2025-02-04T19:31:00.000Z,0.781736971791253,1579494868.1879034,-67.0417,2.96548762,-1.88596688,-16.44372291,-28.52094745,-36.2224019,119.1184092,27512060722.145645,0.83,35178163730.61,,2025-02-04T19:31:00.000Z,,,,,,2025-02-04 23:32:16.261487
1958,TRON,TRX,tron,1116,2017-09-13T00:00:00.000Z,"['media', 'payments', 'ethereum-ecosystem', 'tron-ecosystem', 'bnb-chain-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'alleged-sec-securities', '2017-2018-alt-season', 'tron20-ecosystem']",,86117066064.487,86117079891.90887,True,,10,,,,2025-02-04T19:31:00.000Z,0.22862319290037314,1205270215.8278975,-43.1773,0.92914461,0.24809973,-6.09340795,-12.89005637,-28.04202968,39.64086301,19688358606.87539,0.5937,19688361768.14,,2025-02-04T19:31:00.000Z,,,,,,2025-02-04 23:32:16.261487
1975,Chainlink,LINK,chainlink,1924,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'ethereum-ecosystem', 'substrate', 'polkadot', 'heco-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'terra-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'cardano', 'injective-ecosystem', 'bnb-chain-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate', 'gnosis-chain-ecosystem', 'sora-ecosystem', 'hoo-smart-chain-ecosystem', 'milkomeda-ecosystem', 'energi-ecosystem', 'made-in-america']",,638099970.4527867,1000000000.0,False,,11,,,,2025-02-04T19:31:00.000Z,21.09876419036729,1091885568.5457547,-61.2629,2.52824531,-2.59119434,-9.25004989,-9.80031245,-14.74020676,76.98107621,13463120806.463682,0.406,21098764190.37,,2025-02-04T19:31:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2025-02-04 23:32:16.261487
20947,Sui,SUI,sui,551,2022-07-12T08:03:11.000Z,"['binance-launchpool', 'coinbase-ventures-portfolio', 'binance-labs-portfolio', 'electric-capital-portfolio', 'a16z-portfolio', 'sui-ecosystem', 'layer-1', 'move-vm', 'cmc-crypto-yearbook-2024-2025', 'made-in-america']",10000000000.0,3089707194.508888,10000000000.0,False,,12,3089707194.508888,11951162977.768904,,2025-02-04T19:31:00.000Z,3.868056817490291,2172874753.693439,-52.9363,3.702185,6.41935131,4.2541206,-25.60319292,-8.72116364,69.42079368,11951162977.768904,0.3604,38680568174.9,,2025-02-04T19:31:00.000Z,,,,,,2025-02-04 23:32:16.261487
5805,Avalanche,AVAX,avalanche,856,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'bnb-chain-ecosystem', 'moonbeam-ecosystem', 'real-world-assets', 'layer-1', 'zksync-era-ecosystem', 'klaytn-ecosystem', 'made-in-america']",715748719.0,411767654.59915483,450103954.59915483,False,,13,,,,2025-02-04T19:29:00.000Z,27.80114753617824,675111199.8902228,-64.3912,2.2663631,-0.07006049,-16.29956358,-34.52819022,-47.36468318,4.83353913,11447613316.137186,0.3451,19898635735.75,,2025-02-04T19:29:00.000Z,,,,,,2025-02-04 23:32:16.261487
512,Stellar,XLM,stellar,669,2014-08-05T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'decentralized-exchange-dex-token', 'smart-contracts', 'hashkey-capital-portfolio', '2017-2018-alt-season', 'made-in-america']",50001806812.0,30576152571.218708,50001786894.45031,False,,14,,,,2025-02-04T19:29:00.000Z,0.3615314079022373,526540841.1342112,-70.6583,2.02408592,-1.08306198,-10.49603366,-17.63330423,-24.7466034,275.15683831,11054239487.306313,0.3334,18077223614.4,,2025-02-04T19:29:00.000Z,,,,,,2025-02-04 23:32:16.261487
4642,Hedera,HBAR,hedera,315,2019-09-17T00:00:00.000Z,"['dag', 'marketplace', 'enterprise-solutions', 'defi', 'payments', 'dcg-portfolio', 'hedera-hashgraph-ecosystem', 'real-world-assets', 'layer-1', 'made-in-america']",50000000000.0,38267523197.81522,50000000000.0,False,,15,,,,2025-02-04T19:31:00.000Z,0.2677624798172235,686765427.6428332,-57.078,3.04919477,-1.47500992,-13.07248515,-10.91287289,-13.77650113,451.46207175,10246606907.910131,0.3091,13388123990.86,,2025-02-04T19:31:00.000Z,,,,,,2025-02-04 23:32:16.261487
11419,Toncoin,TON,toncoin,670,2021-08-26T13:40:22.000Z,"['pos', 'ethereum-ecosystem', 'bnb-chain-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem', 'cmc-crypto-yearbook-2024-2025']",,2492988082.0699983,5121517298.718283,True,,16,,,,2025-02-04T19:31:00.000Z,3.9686232894263376,270642155.65014154,-67.7972,1.3658035,-2.21984854,-18.55039612,-30.09762889,-41.78382106,-16.06508591,9893730562.765293,0.2985,20325372828.89,,2025-02-04T19:31:00.000Z,,,,,,2025-02-04 23:32:16.261487
5994,Shiba Inu,SHIB,shiba-inu,931,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel', 'base-ecosystem']",,589253965287387.5,589507325338789.6,False,,17,,,,2025-02-04T19:29:00.000Z,1.6306485304991793e-05,623266758.4965692,-61.3421,2.94260458,0.31530952,-11.81759237,-31.29097283,-47.57006009,-12.93921604,9608661125.866928,0.2897,9612792537.82,,2025-02-04T19:29:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2025-02-04 23:32:16.261487
3957,UNUS SED LEO,LEO,unus-sed-leo,57,2019-05-21T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'discount-token', 'payments', 'ethereum-ecosystem', 'kenetic-capital-portfolio', 'alameda-research-portfolio']",,924173173.9,985239504.0,False,,18,,,,2025-02-04T19:31:00.000Z,9.808389432942072,1427809.06709721,-37.5521,0.44582685,0.21466211,0.55235528,7.81087557,3.89145629,61.32976168,9064650393.089294,0.2733,9663612739.95,,2025-02-04T19:31:00.000Z,1027.0,Ethereum,ETH,ethereum,0x2af5d2ad76741191d15dfe7bf6ac92d4bd912ca3,2025-02-04 23:32:16.261487
32196,Hyperliquid,HYPE,hyperliquid,49,2024-07-15T10:14:50.000Z,"['decentralized-exchange-dex-token', 'derivatives', 'layer-1', 'hyperliquid-ecosystem']",1000000000.0,333928180.0,999993930.0,False,,19,333931719.0,8868218856.613234,,2025-02-04T19:31:00.000Z,26.55698261659664,287763625.17749846,-50.9692,-0.07964201,4.06301513,14.70806863,9.03248237,94.35471498,729.8340109,8868124871.451754,0.2674,26556982616.6,,2025-02-04T19:31:00.000Z,32196.0,Hyperliquid,HYPE,hyperliquid,0x0d01dc56dcaaca66ad901c959b4011ec,2025-02-04 23:32:16.261487
2,Litecoin,LTC,litecoin,1313,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'heco-ecosystem', 'bnb-chain-ecosystem', '2017-2018-alt-season', 'hoo-smart-chain-ecosystem', 'made-in-america']",84000000.0,75496249.5540892,84000000.0,False,,20,,,,2025-02-04T19:31:00.000Z,105.75728114133116,1000220177.5701987,-58.8108,2.58578323,1.03514529,-6.06395086,-6.11017788,-22.57357498,51.48986221,7984278089.20791,0.2408,8883611615.87,,2025-02-04T19:31:00.000Z,,,,,,2025-02-04 23:32:16.261487
11092,Bitget Token,BGB,bitget-token-new,29,2021-07-29T00:00:00.000Z,"['centralized-exchange', 'ethereum-ecosystem']",,1200000000.0,1200000000.0,False,,21,1200000000.0,7868153427.6917925,,2025-02-04T19:31:00.000Z,6.556794523076494,371750330.8930622,-41.9294,0.54858031,1.09193081,-5.91720196,9.397821,174.05174135,454.38141842,7868153427.6917925,0.2372,7868153427.69,,2025-02-04T19:31:00.000Z,1027.0,Ethereum,ETH,ethereum,0x54D2252757e1672EEaD234D27B1270728fF90581,2025-02-04 23:32:16.261487
6636,Polkadot,DOT,polkadot-new,864,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'heco-ecosystem', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'bnb-chain-ecosystem', 'osmosis-ecosystem', 'layer-1', 'made-in-america']",,1545523556.886242,1545523556.886242,True,,22,,,,2025-02-04T19:31:00.000Z,4.924372041056631,409095412.4100841,-66.1572,2.3076766,-3.38126418,-15.0286485,-35.32153429,-54.03625709,20.69603448,7610732992.325007,0.2295,7610732992.33,,2025-02-04T19:31:00.000Z,,,,,,2025-02-04 23:32:16.261487
1831,Bitcoin Cash,BCH,bitcoin-cash,975,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'heco-ecosystem', 'bnb-chain-ecosystem', 'bitcoin-ecosystem', 'layer-1', '2017-2018-alt-season', 'made-in-america']",21000000.0,19824784.375,19824784.375,False,,23,,,,2025-02-04T19:31:00.000Z,343.99501730500964,367673322.4444443,-60.4265,2.12005452,1.63011657,-18.29166217,-26.48531614,-46.09141243,-7.55134939,6819627044.14621,0.2056,7223895363.41,,2025-02-04T19:31:00.000Z,,,,,,2025-02-04 23:32:16.261487
29470,Ethena USDe,USDe,ethena-usde,102,2024-02-20T11:05:01.000Z,"['stablecoin', 'asset-backed-stablecoin', 'ethereum-ecosystem', 'binance-labs-portfolio', 'dragonfly-capital-portfolio', 'arbitrum-ecosystem', 'bnb-chain-ecosystem', 'usd-stablecoin', 'optimism-ecosystem', 'linea-ecosystem', 'eigenlayer-ecosystem', 'kava-ecosystem', 'metis-andromeda-ecosystem', 'mantle-ecosystem', 'manta-pacific-ecosystem', 'scroll-ecosystem']",,6040416105.628102,6040416105.628102,True,,24,,,,2025-02-04T19:31:00.000Z,0.9997873754764623,151918284.68427685,-61.831,-0.00487627,-0.04448085,-0.11693831,0.09503883,-0.26347813,-0.21776058,6039131765.031674,0.1821,6039131765.03,,2025-02-04T19:31:00.000Z,1027.0,Ethereum,ETH,ethereum,0x4c9edd5852cd905f086c759e8383e09bff1e68b3,2025-02-04 23:32:16.261487
6536,MANTRA,OM,mantra,240,2020-08-11T00:00:00.000Z,"['cosmos-ecosystem', 'defi', 'dao', 'ethereum-ecosystem', 'kenetic-capital-portfolio', 'exnetwork-capital-portfolio', 'polygon-ecosystem', 'bnb-chain-ecosystem', 'osmosis-ecosystem', 'real-world-assets', 'base-ecosystem']",,970964083.5600001,1806488168.63,True,,25,875834067.9,5260899210.1895075,,2025-02-04T19:31:00.000Z,6.0067305018217,420751303.7231192,-25.7944,1.6741927,6.48623894,32.44733779,51.98584509,49.72064072,340.1715909,5832319576.893206,0.1758,10851087583.69,,2025-02-04T19:31:00.000Z,1027.0,Ethereum,ETH,ethereum,0x3593d125a4f7849a1b059e64f4517a86dd60c95d,2025-02-04 23:32:16.261487
1,Bitcoin,BTC,bitcoin,11919,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate', '2017-2018-alt-season']",21000000.0,19819721.0,19819721.0,False,,1,,,,2025-02-04T19:31:00.000Z,100591.88290118794,68779083542.7476,-40.6373,1.52342653,-0.06226964,-1.5732687,2.67351797,-0.84855598,33.38609717,1993703053966.2156,60.1503,2112429540924.95,,2025-02-04T19:31:00.000Z,,,,,,2025-02-04 23:32:27.613019
1027,Ethereum,ETH,ethereum,9917,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'heco-ecosystem', 'binance-labs-portfolio', 'avalanche-ecosystem', 'solana-ecosystem', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'tezos-ecosystem', 'near-protocol-ecosystem', 'bnb-chain-ecosystem', 'velas-ecosystem', 'ethereum-pow-ecosystem', 'osmosis-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', 'zksync-era-ecosystem', 'viction-ecosystem', 'klaytn-ecosystem', 'sora-ecosystem', 'rsk-rbtc-ecosystem', 'starknet-ecosystem']",,120523942.30417287,120523942.30417287,True,,2,,,,2025-02-04T19:31:00.000Z,2852.1245560583993,47625432084.67597,-49.7486,1.38072763,4.04783026,-9.17156336,-21.49225294,-30.04993618,6.75107917,343749295438.6972,10.3656,343749295438.7,,2025-02-04T19:31:00.000Z,,,,,,2025-02-04 23:32:27.613019
52,XRP,XRP,xrp,1522,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'xrp-ecosystem', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'bnb-chain-ecosystem', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'klaytn-ecosystem', 'made-in-america']",100000000000.0,57703732191.0,99986541057.0,False,,3,,,,2025-02-04T19:31:00.000Z,2.6869774868047673,13431403693.511354,-65.3823,2.17156347,-1.48476251,-14.50606389,12.22494573,13.99097007,401.97215154,155048629301.82852,4.6743,268697748680.48,,2025-02-04T19:31:00.000Z,,,,,,2025-02-04 23:32:27.613019
825,Tether USDt,USDT,tether,115461,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'ethereum-ecosystem', 'waves-ecosystem', 'bitcoin-cash-ecosystem', 'heco-ecosystem', 'algorand-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'terra-ecosystem', 'tezos-ecosystem', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'celo-ecosystem', 'iotex-ecosystem', 'zilliqa-ecosystem', 'harmony-ecosystem', 'moonriver-ecosystem', 'cronos-ecosystem', 'injective-ecosystem', 'bnb-chain-ecosystem', 'oasis-ecosystem', 'moonbeam-ecosystem', 'usd-stablecoin', 'xdc-ecosystem', 'everscale-ecosystem', 'velas-ecosystem', 'doge-chain-ecosystem', 'ethereum-pow-ecosystem', 'aptos-ecosystem', 'sui-ecosystem', 'optimism-ecosystem', 'canto-ecosystem', 'osmosis-ecosystem', 'zksync-era-ecosystem', 'pulsechain-ecosystem', 'sei-ecosystem', 'toncoin-ecosystem', 'fiat-stablecoin', 'viction-ecosystem', 'gnosis-chain-ecosystem', 'klaytn-ecosystem', 'okexchain-ecosystem', 'conflux-ecosystem', 'kcc-ecosystem', 'tron20-ecosystem', 'kardiachain-ecosystem', 'rsk-rbtc-ecosystem', 'telos-ecosystem', 'boba-network-ecosystem', 'fusion-network-ecosystem', 'hoo-smart-chain-ecosystem', 'secret-ecosystem', 'aurora-ecosystem', 'metis-andromeda-ecosystem', 'meter-ecosystem', 'fuse-ecosystem', 'syscoin-ecosystem', 'milkomeda-ecosystem', 'bitgert-ecosystem', 'astar-ecosystem', 'cube-network-ecosystem', 'thundercore-ecosystem', 'redlight-chain-ecosystem', 'core-ecosystem', 'polygon-zkevm-ecosystem', 'eos-evm-ecosystem', 'starknet-ecosystem', 'mantle-ecosystem', 'neon-evm-ecosystem', 'manta-pacific-ecosystem', 'scroll-ecosystem', 'x-layer-ecosystem']",,140478740215.5961,142572893899.8495,True,,4,,,,2025-02-04T19:29:00.000Z,1.0005268014232798,150006307850.69754,-49.7617,-0.00626133,-0.11512676,0.07030228,0.08188957,-0.09596329,-0.06988005,140552744615.88223,4.2383,142648001503.28,,2025-02-04T19:29:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2025-02-04 23:32:27.613019
5426,Solana,SOL,solana,837,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024', 'made-in-america']",,487065777.115991,593398365.3435142,True,,5,,,,2025-02-04T19:29:00.000Z,217.53452623119955,7121298711.482332,-56.1093,2.26821873,1.73055437,-6.01999143,2.14071386,-9.29792101,16.05114704,105953623068.35814,3.1942,129084632271.37,,2025-02-04T19:29:00.000Z,,,,,,2025-02-04 23:32:27.613019
1839,BNB,BNB,bnb,2347,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'ethereum-ecosystem', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,142480415.63,142480415.63,False,,6,,,,2025-02-04T19:31:00.000Z,586.8062250908785,2273280546.279094,-44.2382,0.67202463,-3.12443701,-12.2612377,-16.84365111,-20.76586711,-0.16948006,83608394845.2197,2.5205,83608394845.22,,2025-02-04T19:31:00.000Z,,,,,,2025-02-04 23:32:27.613019
3408,USDC,USDC,usd-coin,25458,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'ethereum-ecosystem', 'waves-ecosystem', 'bitcoin-cash-ecosystem', 'wanchain-ecosystem', 'coinbase-ventures-portfolio', 'algorand-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'hedera-hashgraph-ecosystem', 'polygon-ecosystem', 'terra-ecosystem', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'celo-ecosystem', 'iotex-ecosystem', 'harmony-ecosystem', 'moonriver-ecosystem', 'cronos-ecosystem', 'injective-ecosystem', 'bnb-chain-ecosystem', 'oasis-ecosystem', 'moonbeam-ecosystem', 'usd-stablecoin', 'everscale-ecosystem', 'velas-ecosystem', 'doge-chain-ecosystem', 'ethereum-pow-ecosystem', 'aptos-ecosystem', 'sui-ecosystem', 'optimism-ecosystem', 'canto-ecosystem', 'osmosis-ecosystem', 'zksync-era-ecosystem', 'pulsechain-ecosystem', 'base-ecosystem', 'sei-ecosystem', 'multiversx-ecosystem', 'fiat-stablecoin', 'viction-ecosystem', 'gnosis-chain-ecosystem', 'okexchain-ecosystem', 'conflux-ecosystem', 'kcc-ecosystem', 'tron20-ecosystem', 'kardiachain-ecosystem', 'telos-ecosystem', 'ronin-ecosystem', 'boba-network-ecosystem', 'kava-ecosystem', 'secret-ecosystem', 'aurora-ecosystem', 'metis-andromeda-ecosystem', 'meter-ecosystem', 'fuse-ecosystem', 'elastos-ecosystem', 'syscoin-ecosystem', 'milkomeda-ecosystem', 'evmos-ecosystem', 'bitgert-ecosystem', 'astar-ecosystem', 'thundercore-ecosystem', 'tomb-chain-ecosystem', 'wemix-ecosystem', 'sx-network-ecosystem', 'godwoken-ecosystem', 'energi-ecosystem', 'core-ecosystem', 'polygon-zkevm-ecosystem', 'starknet-ecosystem', 'mantle-ecosystem', 'neon-evm-ecosystem', 'scroll-ecosystem', 'shido-network-ecosystem', 'made-in-america']",,55023481800.99891,55023481800.99891,False,,7,,,,2025-02-04T19:29:00.000Z,0.9999272735899941,14057801914.240961,-47.4036,-0.00319854,-0.00291576,-0.01840794,-0.00047406,0.00012852,-0.01017269,55019480140.7015,1.6587,55019480140.7,,2025-02-04T19:29:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2025-02-04 23:32:27.613019
74,Dogecoin,DOGE,dogecoin,1160,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain-ecosystem', 'ftx-bankruptcy-estate', 'made-in-america']",,147909476383.70523,147909476383.70523,True,,8,,,,2025-02-04T19:31:00.000Z,0.27477138451715666,4602064105.297239,-59.3949,1.78606724,-0.97616198,-15.60866495,-28.11144476,-37.57780973,42.14041092,40641291609.15837,1.2255,40641291609.16,,2025-02-04T19:31:00.000Z,,,,,,2025-02-04 23:32:27.613019
2010,Cardano,ADA,cardano,1456,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', '2017-2018-alt-season', 'made-in-america']",45000000000.0,35193500774.44231,44995053982.605034,False,,9,,,,2025-02-04T19:31:00.000Z,0.781736971791253,1579494868.1879034,-67.0417,2.96548762,-1.88596688,-16.44372291,-28.52094745,-36.2224019,119.1184092,27512060722.145645,0.83,35178163730.61,,2025-02-04T19:31:00.000Z,,,,,,2025-02-04 23:32:27.613019
